timestamp,type,metric,value,details
1765008460915,AUTH,Login_Attempt,1.069,Success
1765008460929,AUTH,Handshake_Time,30,Device_publisher-1765008460800
1765008460936,AUTH,Login_Attempt,0.205,Success
1765008465971,CRYPTO,Encryption_Time,1.2550,Speck128
1765008465973,CRYPTO,Encryption_Time,0.3218,Speck128
1765008465975,CRYPTO,Decryption_Time,0.5224,Speck128
1765008465997,CRYPTO,Decryption_Time,0.1821,Speck128
1765008470979,CRYPTO,Encryption_Time,0.6208,Speck128
1765008470980,CRYPTO,Encryption_Time,0.2616,Speck128
1765008470981,CRYPTO,Decryption_Time,0.2038,Speck128
1765008470982,CRYPTO,Decryption_Time,0.2406,Speck128
1765008473406,CRYPTO,Encryption_Time,0.3476,Speck128
1765008473408,CRYPTO,Decryption_Time,0.2626,Speck128
1765008473409,NETWORK,E2E_Latency,3,Normal
1765008474424,CRYPTO,Encryption_Time,3.5240,Speck128
1765008474439,CRYPTO,Decryption_Time,0.8098,Speck128
1765008474446,NETWORK,E2E_Latency,23,Normal
1765008475424,CRYPTO,Encryption_Time,0.6068,Speck128
1765008475429,CRYPTO,Decryption_Time,0.3949,Speck128
1765008475430,NETWORK,E2E_Latency,6,Normal
1765008475983,CRYPTO,Encryption_Time,0.8678,Speck128
1765008475987,CRYPTO,Encryption_Time,0.7330,Speck128
1765008475991,CRYPTO,Decryption_Time,0.6895,Speck128
1765008475997,CRYPTO,Decryption_Time,0.8163,Speck128
1765008476435,CRYPTO,Encryption_Time,0.3709,Speck128
1765008476439,CRYPTO,Decryption_Time,0.3201,Speck128
1765008476440,NETWORK,E2E_Latency,4,Normal
1765008477438,CRYPTO,Encryption_Time,0.3561,Speck128
1765008477440,CRYPTO,Decryption_Time,0.1750,Speck128
1765008477441,NETWORK,E2E_Latency,3,Normal
1765008478451,CRYPTO,Encryption_Time,0.9095,Speck128
1765008478460,CRYPTO,Decryption_Time,0.3773,Speck128
1765008478462,NETWORK,E2E_Latency,11,Normal
1765008479465,CRYPTO,Encryption_Time,0.5061,Speck128
1765008479473,CRYPTO,Decryption_Time,0.6857,Speck128
1765008479476,NETWORK,E2E_Latency,12,Normal
1765008480477,CRYPTO,Encryption_Time,0.6522,Speck128
1765008480523,CRYPTO,Decryption_Time,4.2100,Speck128
1765008480544,NETWORK,E2E_Latency,53,Normal
1765008480990,CRYPTO,Encryption_Time,0.4256,Speck128
1765008480994,CRYPTO,Encryption_Time,2.2591,Speck128
1765008481000,CRYPTO,Decryption_Time,1.1487,Speck128
1765008481003,CRYPTO,Decryption_Time,0.7124,Speck128
1765008481492,CRYPTO,Encryption_Time,0.5349,Speck128
1765008481500,CRYPTO,Decryption_Time,0.3158,Speck128
1765008481502,NETWORK,E2E_Latency,9,Normal
1765008482505,CRYPTO,Encryption_Time,0.4781,Speck128
1765008482508,CRYPTO,Decryption_Time,0.2576,Speck128
1765008482509,NETWORK,E2E_Latency,4,Normal
1765008483507,CRYPTO,Encryption_Time,0.4641,Speck128
1765008483509,CRYPTO,Decryption_Time,0.2894,Speck128
1765008483510,NETWORK,E2E_Latency,4,Normal
1765008484522,CRYPTO,Encryption_Time,0.3933,Speck128
1765008484527,CRYPTO,Decryption_Time,0.1965,Speck128
1765008484528,NETWORK,E2E_Latency,5,Normal
1765008485534,CRYPTO,Encryption_Time,5.8383,Speck128
1765008485554,CRYPTO,Decryption_Time,0.4986,Speck128
1765008485558,NETWORK,E2E_Latency,29,Normal
1765008485998,CRYPTO,Encryption_Time,0.3468,Speck128
1765008486000,CRYPTO,Encryption_Time,0.2705,Speck128
1765008486002,CRYPTO,Decryption_Time,0.2185,Speck128
1765008486003,CRYPTO,Decryption_Time,0.2870,Speck128
1765008486535,CRYPTO,Encryption_Time,2.6656,Speck128
1765008486630,CRYPTO,Decryption_Time,1.7763,Speck128
1765008486634,NETWORK,E2E_Latency,102,Normal
1765008487548,CRYPTO,Encryption_Time,0.6466,Speck128
1765008487551,CRYPTO,Decryption_Time,0.4893,Speck128
1765008487553,NETWORK,E2E_Latency,7,Normal
1765008488561,CRYPTO,Encryption_Time,0.5921,Speck128
1765008488577,CRYPTO,Decryption_Time,0.6029,Speck128
1765008488578,NETWORK,E2E_Latency,18,Normal
1765008489562,CRYPTO,Encryption_Time,0.5400,Speck128
1765008489566,CRYPTO,Decryption_Time,0.3518,Speck128
1765008489566,NETWORK,E2E_Latency,4,Normal
1765008490567,CRYPTO,Encryption_Time,0.5606,Speck128
1765008490581,CRYPTO,Decryption_Time,0.4999,Speck128
1765008490587,NETWORK,E2E_Latency,19,Normal
1765008491006,CRYPTO,Encryption_Time,0.8029,Speck128
1765008491009,CRYPTO,Encryption_Time,0.5026,Speck128
1765008491012,CRYPTO,Decryption_Time,0.3397,Speck128
1765008491014,CRYPTO,Decryption_Time,0.3231,Speck128
1765008491581,CRYPTO,Encryption_Time,0.4013,Speck128
1765008491583,CRYPTO,Decryption_Time,0.2364,Speck128
1765008491584,NETWORK,E2E_Latency,4,Normal
1765008492596,CRYPTO,Encryption_Time,0.4724,Speck128
1765008492598,CRYPTO,Decryption_Time,0.1631,Speck128
1765008492598,NETWORK,E2E_Latency,3,Normal
1765008493604,CRYPTO,Encryption_Time,0.4186,Speck128
1765008493606,CRYPTO,Decryption_Time,0.3201,Speck128
1765008493607,NETWORK,E2E_Latency,4,Normal
1765008494604,CRYPTO,Encryption_Time,0.3413,Speck128
1765008494607,CRYPTO,Decryption_Time,0.2819,Speck128
1765008494607,NETWORK,E2E_Latency,4,Normal
1765008495618,CRYPTO,Encryption_Time,0.7803,Speck128
1765008495624,CRYPTO,Decryption_Time,0.6303,Speck128
1765008495626,NETWORK,E2E_Latency,9,Normal
1765008496007,CRYPTO,Encryption_Time,0.4061,Speck128
1765008496008,CRYPTO,Encryption_Time,0.1804,Speck128
1765008496010,CRYPTO,Decryption_Time,0.1680,Speck128
1765008496011,CRYPTO,Decryption_Time,0.2177,Speck128
1765008496632,CRYPTO,Encryption_Time,0.4685,Speck128
1765008496635,CRYPTO,Decryption_Time,0.3297,Speck128
1765008496636,NETWORK,E2E_Latency,4,Normal
1765008497650,CRYPTO,Encryption_Time,3.0862,Speck128
1765008497687,CRYPTO,Decryption_Time,2.1989,Speck128
1765008497695,NETWORK,E2E_Latency,42,Normal
1765008498662,CRYPTO,Encryption_Time,0.2781,Speck128
1765008498664,CRYPTO,Decryption_Time,0.1433,Speck128
1765008498664,NETWORK,E2E_Latency,2,Normal
1765008499672,CRYPTO,Encryption_Time,0.3377,Speck128
1765008499674,CRYPTO,Decryption_Time,0.1521,Speck128
1765008499675,NETWORK,E2E_Latency,3,Normal
1765008500675,CRYPTO,Encryption_Time,0.4384,Speck128
1765008500679,CRYPTO,Decryption_Time,0.6407,Speck128
1765008500681,NETWORK,E2E_Latency,6,Normal
1765008501018,CRYPTO,Encryption_Time,0.3986,Speck128
1765008501020,CRYPTO,Encryption_Time,0.6887,Speck128
1765008501022,CRYPTO,Decryption_Time,0.1542,Speck128
1765008501023,CRYPTO,Decryption_Time,0.1906,Speck128
1765008501687,CRYPTO,Encryption_Time,0.5650,Speck128
1765008501690,CRYPTO,Decryption_Time,0.2476,Speck128
1765008501690,NETWORK,E2E_Latency,3,Normal
1765008502642,CRYPTO,Decryption_Time,0.1616,Speck128
1765008502643,NETWORK,E2E_Latency,7026,Attack_Detected
1765008502644,NETWORK,Replay_Attack,7026,Blocked
1765008502706,CRYPTO,Encryption_Time,0.8981,Speck128
1765008502709,CRYPTO,Decryption_Time,0.2537,Speck128
1765008502709,NETWORK,E2E_Latency,4,Normal
1765008503706,CRYPTO,Encryption_Time,0.3886,Speck128
1765008503708,CRYPTO,Decryption_Time,0.1420,Speck128
1765008503708,NETWORK,E2E_Latency,3,Normal
1765008504721,CRYPTO,Encryption_Time,0.2698,Speck128
1765008504723,CRYPTO,Decryption_Time,0.1855,Speck128
1765008504724,NETWORK,E2E_Latency,3,Normal
1765008505734,CRYPTO,Encryption_Time,0.4269,Speck128
1765008505737,CRYPTO,Decryption_Time,0.2591,Speck128
1765008505737,NETWORK,E2E_Latency,4,Normal
1765008506027,CRYPTO,Encryption_Time,0.9796,Speck128
1765008506032,CRYPTO,Encryption_Time,1.2992,Speck128
1765008506035,CRYPTO,Decryption_Time,0.4033,Speck128
1765008506038,CRYPTO,Decryption_Time,0.4279,Speck128
1765008506747,CRYPTO,Encryption_Time,0.3526,Speck128
1765008506749,CRYPTO,Decryption_Time,0.1665,Speck128
1765008506750,NETWORK,E2E_Latency,3,Normal
1765008507761,CRYPTO,Encryption_Time,0.7223,Speck128
1765008507766,CRYPTO,Decryption_Time,0.6272,Speck128
1765008507768,NETWORK,E2E_Latency,7,Normal
1765008508762,CRYPTO,Encryption_Time,0.6910,Speck128
1765008508765,CRYPTO,Decryption_Time,0.3886,Speck128
1765008508767,NETWORK,E2E_Latency,5,Normal
1765008509776,CRYPTO,Encryption_Time,0.3457,Speck128
1765008509778,CRYPTO,Decryption_Time,0.2314,Speck128
1765008509779,NETWORK,E2E_Latency,4,Normal
1765008510790,CRYPTO,Encryption_Time,0.7304,Speck128
1765008510793,CRYPTO,Decryption_Time,0.2532,Speck128
1765008510793,NETWORK,E2E_Latency,4,Normal
1765008511043,CRYPTO,Encryption_Time,1.0483,Speck128
1765008511059,CRYPTO,Encryption_Time,1.2817,Speck128
1765008511064,CRYPTO,Decryption_Time,0.9131,Speck128
1765008511068,CRYPTO,Decryption_Time,0.3856,Speck128
1765008511791,CRYPTO,Encryption_Time,0.6598,Speck128
1765008511797,CRYPTO,Decryption_Time,0.5771,Speck128
1765008511798,NETWORK,E2E_Latency,7,Normal
1765008512795,CRYPTO,Encryption_Time,0.3946,Speck128
1765008512798,CRYPTO,Decryption_Time,0.2287,Speck128
1765008512799,NETWORK,E2E_Latency,5,Normal
1765008513755,CRYPTO,Decryption_Time,0.1999,Speck128
1765008513756,NETWORK,E2E_Latency,7009,Attack_Detected
1765008513756,NETWORK,Replay_Attack,7009,Blocked
1765008513803,CRYPTO,Encryption_Time,0.5259,Speck128
1765008513814,CRYPTO,Decryption_Time,0.4330,Speck128
1765008513816,NETWORK,E2E_Latency,13,Normal
1765008514815,CRYPTO,Encryption_Time,0.7020,Speck128
1765008514825,CRYPTO,Decryption_Time,0.6134,Speck128
1765008514834,NETWORK,E2E_Latency,14,Normal
1765008515827,CRYPTO,Encryption_Time,0.4028,Speck128
1765008515843,CRYPTO,Decryption_Time,0.4630,Speck128
1765008515851,NETWORK,E2E_Latency,21,Normal
1765008516046,CRYPTO,Encryption_Time,0.6649,Speck128
1765008516049,CRYPTO,Decryption_Time,0.2690,Speck128
1765008516059,CRYPTO,Encryption_Time,0.5049,Speck128
1765008516061,CRYPTO,Decryption_Time,0.1682,Speck128
1765008516842,CRYPTO,Encryption_Time,0.6621,Speck128
1765008516848,CRYPTO,Decryption_Time,0.5403,Speck128
1765008516850,NETWORK,E2E_Latency,7,Normal
1765008517855,CRYPTO,Encryption_Time,0.4608,Speck128
1765008517857,CRYPTO,Decryption_Time,0.1800,Speck128
1765008517857,NETWORK,E2E_Latency,3,Normal
1765008518869,CRYPTO,Encryption_Time,1.2423,Speck128
1765008518880,CRYPTO,Decryption_Time,1.5473,Speck128
1765008518885,NETWORK,E2E_Latency,17,Normal
1765008519241,AUTH,Login_Attempt,0.425,Failed_Credential
1765008519250,AUTH,Login_Attempt,0.644,Failed_Credential
1765008519264,AUTH,Login_Attempt,0.434,Failed_Credential
1765008519285,AUTH,Login_Attempt,0.696,Failed_Credential
1765008519300,AUTH,Login_Attempt,1.114,Failed_Credential
1765008519313,AUTH,Login_Attempt,0.654,Failed_Credential
1765008519326,AUTH,Login_Attempt,0.417,Failed_Credential
1765008519335,AUTH,Login_Attempt,0.459,Failed_Credential
1765008519347,AUTH,Login_Attempt,1.005,Failed_Credential
1765008519368,AUTH,Login_Attempt,1.045,Failed_Credential
1765008519871,CRYPTO,Encryption_Time,0.8372,Speck128
1765008519879,CRYPTO,Decryption_Time,2.0147,Speck128
1765008519881,NETWORK,E2E_Latency,10,Normal
1765008520876,CRYPTO,Encryption_Time,0.6725,Speck128
1765008520884,CRYPTO,Decryption_Time,0.5398,Speck128
1765008520887,NETWORK,E2E_Latency,11,Normal
1765008521057,CRYPTO,Encryption_Time,0.7677,Speck128
1765008521060,CRYPTO,Encryption_Time,0.3361,Speck128
1765008521063,CRYPTO,Decryption_Time,0.2590,Speck128
1765008521065,CRYPTO,Decryption_Time,0.9022,Speck128
1765008521882,CRYPTO,Encryption_Time,0.3111,Speck128
1765008521884,CRYPTO,Decryption_Time,0.2327,Speck128
1765008521885,NETWORK,E2E_Latency,3,Normal
1765008522896,CRYPTO,Encryption_Time,0.4729,Speck128
1765008522899,CRYPTO,Decryption_Time,0.2634,Speck128
1765008522900,NETWORK,E2E_Latency,4,Normal
1765008522902,CRYPTO,Decryption_Time,0.1206,Integrity_Failure
1765008523898,CRYPTO,Encryption_Time,0.5043,Speck128
1765008523900,CRYPTO,Decryption_Time,0.1719,Speck128
1765008523900,NETWORK,E2E_Latency,3,Normal
1765008524910,CRYPTO,Encryption_Time,0.5265,Speck128
1765008524912,CRYPTO,Decryption_Time,0.2664,Speck128
1765008524913,NETWORK,E2E_Latency,4,Normal
1765008525925,CRYPTO,Encryption_Time,0.5363,Speck128
1765008525928,CRYPTO,Decryption_Time,0.3113,Speck128
1765008525929,NETWORK,E2E_Latency,5,Normal
1765008526066,CRYPTO,Encryption_Time,0.5070,Speck128
1765008526069,CRYPTO,Encryption_Time,0.2451,Speck128
1765008526073,CRYPTO,Decryption_Time,1.3179,Speck128
1765008526077,CRYPTO,Decryption_Time,0.3590,Speck128
1765008526940,CRYPTO,Encryption_Time,0.3317,Speck128
1765008526943,CRYPTO,Decryption_Time,0.2126,Speck128
1765008526944,NETWORK,E2E_Latency,4,Normal
1765008527943,CRYPTO,Encryption_Time,0.4839,Speck128
1765008527948,CRYPTO,Decryption_Time,1.5852,Speck128
1765008527950,NETWORK,E2E_Latency,7,Normal
1765008528660,AUTH,Login_Attempt,0.157,Failed_Credential
1765008528664,AUTH,Login_Attempt,0.173,Failed_Credential
1765008528667,AUTH,Login_Attempt,0.125,Failed_Credential
1765008528672,AUTH,Login_Attempt,0.271,Failed_Credential
1765008528680,AUTH,Login_Attempt,0.626,Failed_Credential
1765008528686,AUTH,Login_Attempt,0.205,Failed_Credential
1765008528689,AUTH,Login_Attempt,0.137,Failed_Credential
1765008528692,AUTH,Login_Attempt,0.183,Failed_Credential
1765008528696,AUTH,Login_Attempt,0.135,Failed_Credential
1765008528698,AUTH,Login_Attempt,0.133,Failed_Credential
1765008528946,CRYPTO,Encryption_Time,0.6376,Speck128
1765008528950,CRYPTO,Decryption_Time,0.3983,Speck128
1765008528951,NETWORK,E2E_Latency,6,Normal
1765008529950,CRYPTO,Encryption_Time,0.3403,Speck128
1765008529952,CRYPTO,Decryption_Time,0.1507,Speck128
1765008529953,NETWORK,E2E_Latency,3,Normal
1765008530953,CRYPTO,Encryption_Time,0.3965,Speck128
1765008530955,CRYPTO,Decryption_Time,0.1899,Speck128
1765008530956,NETWORK,E2E_Latency,4,Normal
1765008531078,CRYPTO,Encryption_Time,1.0777,Speck128
1765008531082,CRYPTO,Encryption_Time,0.8043,Speck128
1765008531084,CRYPTO,Decryption_Time,0.1981,Speck128
1765008531086,CRYPTO,Decryption_Time,0.3617,Speck128
1765008531968,CRYPTO,Encryption_Time,0.4692,Speck128
1765008531970,CRYPTO,Decryption_Time,0.1720,Speck128
1765008531970,NETWORK,E2E_Latency,3,Normal
1765008532982,CRYPTO,Encryption_Time,0.3397,Speck128
1765008532985,CRYPTO,Decryption_Time,0.2294,Speck128
1765008532985,NETWORK,E2E_Latency,3,Normal
1765008533983,CRYPTO,Encryption_Time,0.3928,Speck128
1765008533986,CRYPTO,Decryption_Time,0.3941,Speck128
1765008533987,NETWORK,E2E_Latency,5,Normal
1765008533990,CRYPTO,Decryption_Time,0.1305,Integrity_Failure
1765008534996,CRYPTO,Encryption_Time,0.7925,Speck128
1765008535001,CRYPTO,Decryption_Time,0.3513,Speck128
1765008535002,NETWORK,E2E_Latency,6,Normal
1765008535995,CRYPTO,Encryption_Time,0.4630,Speck128
1765008535999,CRYPTO,Decryption_Time,0.5307,Speck128
1765008536000,NETWORK,E2E_Latency,6,Normal
1765008536088,CRYPTO,Encryption_Time,0.2292,Speck128
1765008536090,CRYPTO,Encryption_Time,1.0487,Speck128
1765008536093,CRYPTO,Decryption_Time,0.1620,Speck128
1765008536095,CRYPTO,Decryption_Time,0.2106,Speck128
1765008536856,AUTH,Login_Attempt,0.157,Failed_Credential
1765008536860,AUTH,Login_Attempt,0.151,Failed_Credential
1765008536863,AUTH,Login_Attempt,0.130,Failed_Credential
1765008536866,AUTH,Login_Attempt,0.125,Failed_Credential
1765008536869,AUTH,Login_Attempt,0.171,Failed_Credential
1765008536873,AUTH,Login_Attempt,0.158,Failed_Credential
1765008536875,AUTH,Login_Attempt,0.137,Failed_Credential
1765008536879,AUTH,Login_Attempt,0.166,Failed_Credential
1765008536882,AUTH,Login_Attempt,0.136,Failed_Credential
1765008536885,AUTH,Login_Attempt,0.389,Failed_Credential
1765008536996,CRYPTO,Encryption_Time,0.3301,Speck128
1765008536997,CRYPTO,Decryption_Time,0.1743,Speck128
1765008536998,NETWORK,E2E_Latency,3,Normal
1765008538000,CRYPTO,Encryption_Time,1.2458,Speck128
1765008538004,CRYPTO,Decryption_Time,0.7894,Speck128
1765008538005,NETWORK,E2E_Latency,6,Normal
1765008539007,CRYPTO,Encryption_Time,0.5662,Speck128
1765008539009,CRYPTO,Decryption_Time,0.1591,Speck128
1765008539010,NETWORK,E2E_Latency,3,Normal
1765008540010,CRYPTO,Encryption_Time,0.4295,Speck128
1765008540016,CRYPTO,Decryption_Time,0.2886,Speck128
1765008540017,NETWORK,E2E_Latency,6,Normal
1765008541016,CRYPTO,Encryption_Time,0.4696,Speck128
1765008541019,CRYPTO,Decryption_Time,0.3849,Speck128
1765008541020,NETWORK,E2E_Latency,4,Normal
1765008541024,CRYPTO,Decryption_Time,0.1844,Integrity_Failure
1765008541098,CRYPTO,Encryption_Time,2.8799,Speck128
1765008541101,CRYPTO,Encryption_Time,0.4149,Speck128
1765008541103,CRYPTO,Decryption_Time,0.2295,Speck128
1765008541104,CRYPTO,Decryption_Time,0.4398,Speck128
1765008542016,CRYPTO,Encryption_Time,0.2031,Speck128
1765008542019,CRYPTO,Decryption_Time,0.2545,Speck128
1765008542019,NETWORK,E2E_Latency,3,Normal
1765008543020,CRYPTO,Encryption_Time,0.5746,Speck128
1765008543023,CRYPTO,Decryption_Time,0.3152,Speck128
1765008543024,NETWORK,E2E_Latency,5,Normal
1765008544035,CRYPTO,Encryption_Time,0.4763,Speck128
1765008544039,CRYPTO,Decryption_Time,0.4047,Speck128
1765008544040,NETWORK,E2E_Latency,5,Normal
1765008545039,CRYPTO,Encryption_Time,0.4490,Speck128
1765008545042,CRYPTO,Decryption_Time,0.2552,Speck128
1765008545042,NETWORK,E2E_Latency,3,Normal
1765008546039,CRYPTO,Encryption_Time,0.3120,Speck128
1765008546041,CRYPTO,Decryption_Time,0.2568,Speck128
1765008546042,NETWORK,E2E_Latency,3,Normal
1765008546104,CRYPTO,Encryption_Time,1.5447,Speck128
1765008546110,CRYPTO,Encryption_Time,0.3761,Speck128
1765008546115,CRYPTO,Decryption_Time,0.7899,Speck128
1765008546117,CRYPTO,Decryption_Time,0.2598,Speck128
1765008547045,CRYPTO,Encryption_Time,0.4824,Speck128
1765008547047,CRYPTO,Decryption_Time,0.1509,Speck128
1765008547047,NETWORK,E2E_Latency,3,Normal
1765008548048,CRYPTO,Encryption_Time,0.4145,Speck128
1765008548050,CRYPTO,Decryption_Time,0.1752,Speck128
1765008548050,NETWORK,E2E_Latency,3,Normal
1765008549057,CRYPTO,Encryption_Time,0.4780,Speck128
1765008549059,CRYPTO,Decryption_Time,0.2726,Speck128
1765008549060,NETWORK,E2E_Latency,4,Normal
1765008550057,CRYPTO,Encryption_Time,0.6901,Speck128
1765008550063,CRYPTO,Decryption_Time,0.5932,Speck128
1765008550064,NETWORK,E2E_Latency,8,Normal
1765008551070,CRYPTO,Encryption_Time,0.3395,Speck128
1765008551072,CRYPTO,Decryption_Time,0.1941,Speck128
1765008551073,NETWORK,E2E_Latency,3,Normal
1765008551119,CRYPTO,Encryption_Time,1.9200,Speck128
1765008551121,CRYPTO,Encryption_Time,0.3834,Speck128
1765008551125,CRYPTO,Decryption_Time,0.2913,Speck128
1765008551130,CRYPTO,Decryption_Time,0.5385,Speck128
1765008552052,CRYPTO,Decryption_Time,0.2126,Speck128
1765008552052,NETWORK,E2E_Latency,7013,Attack_Detected
1765008552053,NETWORK,Replay_Attack,7013,Blocked
1765008552081,CRYPTO,Encryption_Time,0.6483,Speck128
1765008552084,CRYPTO,Decryption_Time,0.1587,Speck128
1765008552085,NETWORK,E2E_Latency,4,Normal
1765008553094,CRYPTO,Encryption_Time,0.5003,Speck128
1765008553097,CRYPTO,Decryption_Time,0.2626,Speck128
1765008553098,NETWORK,E2E_Latency,4,Normal
1765008554095,CRYPTO,Encryption_Time,0.3382,Speck128
1765008554097,CRYPTO,Decryption_Time,0.1563,Speck128
1765008554097,NETWORK,E2E_Latency,3,Normal
1765008555108,CRYPTO,Encryption_Time,0.3161,Speck128
1765008555110,CRYPTO,Decryption_Time,0.1810,Speck128
1765008555111,NETWORK,E2E_Latency,3,Normal
1765008556123,CRYPTO,Encryption_Time,0.5847,Speck128
1765008556125,CRYPTO,Encryption_Time,0.2689,Speck128
1765008556127,CRYPTO,Encryption_Time,0.2458,Speck128
1765008556128,CRYPTO,Decryption_Time,0.2492,Speck128
1765008556129,NETWORK,E2E_Latency,7,Normal
1765008556131,CRYPTO,Decryption_Time,0.2958,Speck128
1765008556133,CRYPTO,Decryption_Time,0.2545,Speck128
1765008557125,CRYPTO,Encryption_Time,0.3184,Speck128
1765008557127,CRYPTO,Decryption_Time,0.2497,Speck128
1765008557128,NETWORK,E2E_Latency,3,Normal
1765008557130,CRYPTO,Decryption_Time,0.1203,Integrity_Failure
1765008558131,CRYPTO,Encryption_Time,0.4304,Speck128
1765008558134,CRYPTO,Decryption_Time,0.2503,Speck128
1765008558135,NETWORK,E2E_Latency,5,Normal
1765008559131,CRYPTO,Encryption_Time,0.4608,Speck128
1765008559135,CRYPTO,Decryption_Time,0.5126,Speck128
1765008559136,NETWORK,E2E_Latency,5,Normal
1765008560144,CRYPTO,Encryption_Time,0.7925,Speck128
1765008560148,CRYPTO,Decryption_Time,0.2397,Speck128
1765008560149,NETWORK,E2E_Latency,5,Normal
1765008561128,CRYPTO,Encryption_Time,0.2624,Speck128
1765008561130,CRYPTO,Encryption_Time,0.1739,Speck128
1765008561131,CRYPTO,Decryption_Time,0.1386,Speck128
1765008561131,CRYPTO,Decryption_Time,0.1680,Speck128
1765008561145,CRYPTO,Encryption_Time,0.4145,Speck128
1765008561147,CRYPTO,Decryption_Time,0.2744,Speck128
1765008561148,NETWORK,E2E_Latency,4,Normal
1765008562158,CRYPTO,Encryption_Time,0.4351,Speck128
1765008562161,CRYPTO,Decryption_Time,0.2247,Speck128
1765008562161,NETWORK,E2E_Latency,3,Normal
1765008563173,CRYPTO,Encryption_Time,0.2657,Speck128
1765008563175,CRYPTO,Decryption_Time,0.2017,Speck128
1765008563175,NETWORK,E2E_Latency,3,Normal
1765008564186,CRYPTO,Encryption_Time,0.6195,Speck128
1765008564189,CRYPTO,Decryption_Time,0.1973,Speck128
1765008564189,NETWORK,E2E_Latency,3,Normal
1765008565190,CRYPTO,Encryption_Time,0.2566,Speck128
1765008565193,CRYPTO,Decryption_Time,0.2224,Speck128
1765008565193,NETWORK,E2E_Latency,3,Normal
1765008566131,CRYPTO,Encryption_Time,0.7531,Speck128
1765008566133,CRYPTO,Encryption_Time,0.1973,Speck128
1765008566134,CRYPTO,Decryption_Time,0.1763,Speck128
1765008566135,CRYPTO,Decryption_Time,0.1606,Speck128
1765008566194,CRYPTO,Encryption_Time,0.3657,Speck128
1765008566197,CRYPTO,Decryption_Time,0.4846,Speck128
1765008566198,NETWORK,E2E_Latency,4,Normal
1765008567209,CRYPTO,Encryption_Time,0.6033,Speck128
1765008567211,CRYPTO,Decryption_Time,0.2663,Speck128
1765008567212,NETWORK,E2E_Latency,4,Normal
1765008568157,CRYPTO,Decryption_Time,0.2851,Speck128
1765008568158,NETWORK,E2E_Latency,7013,Attack_Detected
1765008568158,NETWORK,Replay_Attack,7013,Blocked
1765008568220,CRYPTO,Encryption_Time,1.5751,Speck128
1765008568223,CRYPTO,Decryption_Time,0.2622,Speck128
1765008568224,NETWORK,E2E_Latency,5,Normal
1765008569221,CRYPTO,Encryption_Time,1.3796,Speck128
1765008569227,CRYPTO,Decryption_Time,0.7386,Speck128
1765008569229,NETWORK,E2E_Latency,9,Normal
1765008570221,CRYPTO,Encryption_Time,0.3671,Speck128
1765008570224,CRYPTO,Decryption_Time,0.2654,Speck128
1765008570225,NETWORK,E2E_Latency,3,Normal
1765008571135,CRYPTO,Encryption_Time,0.3889,Speck128
1765008571137,CRYPTO,Encryption_Time,0.4635,Speck128
1765008571138,CRYPTO,Decryption_Time,0.1559,Speck128
1765008571139,CRYPTO,Decryption_Time,0.1602,Speck128
1765008571229,CRYPTO,Encryption_Time,0.3131,Speck128
1765008571232,CRYPTO,Decryption_Time,0.3318,Speck128
1765008571232,NETWORK,E2E_Latency,4,Normal
1765008572230,CRYPTO,Encryption_Time,0.2750,Speck128
1765008572232,CRYPTO,Decryption_Time,0.1839,Speck128
1765008572233,NETWORK,E2E_Latency,3,Normal
1765008573230,CRYPTO,Encryption_Time,0.2644,Speck128
1765008573233,CRYPTO,Decryption_Time,0.5263,Speck128
1765008573234,NETWORK,E2E_Latency,4,Normal
1765008574231,CRYPTO,Encryption_Time,0.3552,Speck128
1765008574233,CRYPTO,Decryption_Time,0.2845,Speck128
1765008574234,NETWORK,E2E_Latency,4,Normal
1765008575237,CRYPTO,Encryption_Time,0.3278,Speck128
1765008575239,CRYPTO,Decryption_Time,0.2401,Speck128
1765008575240,NETWORK,E2E_Latency,4,Normal
1765008575242,CRYPTO,Decryption_Time,0.1305,Integrity_Failure
1765008576142,CRYPTO,Encryption_Time,0.3025,Speck128
1765008576145,CRYPTO,Encryption_Time,0.8097,Speck128
1765008576148,CRYPTO,Decryption_Time,0.2882,Speck128
1765008576151,CRYPTO,Decryption_Time,0.5197,Speck128
1765008576251,CRYPTO,Encryption_Time,0.2239,Speck128
1765008576253,CRYPTO,Decryption_Time,0.2578,Speck128
1765008576254,NETWORK,E2E_Latency,3,Normal
1765008577266,CRYPTO,Encryption_Time,0.2769,Speck128
1765008577268,CRYPTO,Decryption_Time,0.2488,Speck128
1765008577269,NETWORK,E2E_Latency,4,Normal
1765008578266,CRYPTO,Encryption_Time,0.3627,Speck128
1765008578269,CRYPTO,Decryption_Time,0.2238,Speck128
1765008578269,NETWORK,E2E_Latency,3,Normal
1765008579266,CRYPTO,Encryption_Time,0.2778,Speck128
1765008579268,CRYPTO,Decryption_Time,0.1534,Speck128
1765008579269,NETWORK,E2E_Latency,3,Normal
1765008579994,AUTH,Login_Attempt,0.153,Failed_Credential
1765008579997,AUTH,Login_Attempt,0.137,Failed_Credential
1765008580000,AUTH,Login_Attempt,0.122,Failed_Credential
1765008580004,AUTH,Login_Attempt,0.202,Failed_Credential
1765008580008,AUTH,Login_Attempt,0.140,Failed_Credential
1765008580011,AUTH,Login_Attempt,0.187,Failed_Credential
1765008580014,AUTH,Login_Attempt,0.207,Failed_Credential
1765008580017,AUTH,Login_Attempt,0.188,Failed_Credential
