timestamp,type,metric,value,details
1765008944564,CRYPTO,Encryption_Time,0.7051,Speck128
1765008944566,CRYPTO,Decryption_Time,0.1394,Integrity_Failure
1765008945567,CRYPTO,Encryption_Time,0.4677,Speck128
1765008945571,CRYPTO,Decryption_Time,0.1832,Integrity_Failure
1765008945649,AUTH,Login_Attempt,0.418,Failed_Credential
1765008945656,AUTH,Login_Attempt,0.366,Failed_Credential
1765008945665,AUTH,Login_Attempt,0.225,Failed_Credential
1765008945669,AUTH,Login_Attempt,0.418,Failed_Credential
1765008945675,AUTH,Login_Attempt,0.184,Failed_Credential
1765008945678,AUTH,Login_Attempt,0.166,Failed_Credential
1765008945686,AUTH,Login_Attempt,0.251,Failed_Credential
1765008945692,AUTH,Login_Attempt,0.182,Failed_Credential
1765008945699,AUTH,Login_Attempt,0.454,Failed_Credential
1765008945707,AUTH,Login_Attempt,0.159,Failed_Credential
1765008946570,CRYPTO,Encryption_Time,0.2264,Speck128
1765008946572,CRYPTO,Decryption_Time,0.1445,Integrity_Failure
1765008946681,CRYPTO,Encryption_Time,0.7795,Speck128
1765008946684,CRYPTO,Encryption_Time,0.6985,Speck128
1765008946686,CRYPTO,Decryption_Time,0.2235,Speck128
1765008946689,CRYPTO,Decryption_Time,1.7314,Speck128
1765008947570,CRYPTO,Encryption_Time,0.3781,Speck128
1765008947573,CRYPTO,Decryption_Time,0.2158,Integrity_Failure
1765008948573,CRYPTO,Encryption_Time,0.4615,Speck128
1765008948575,CRYPTO,Decryption_Time,0.1377,Integrity_Failure
1765008949586,CRYPTO,Encryption_Time,0.4644,Speck128
1765008949588,CRYPTO,Decryption_Time,0.1104,Integrity_Failure
1765008950588,CRYPTO,Encryption_Time,0.2337,Speck128
1765008950590,CRYPTO,Decryption_Time,0.1289,Integrity_Failure
1765008950592,CRYPTO,Decryption_Time,0.1650,Integrity_Failure
1765008951602,CRYPTO,Encryption_Time,0.8006,Speck128
1765008951607,CRYPTO,Decryption_Time,0.3223,Integrity_Failure
1765008951680,CRYPTO,Encryption_Time,0.4266,Speck128
1765008951682,CRYPTO,Decryption_Time,0.1537,Speck128
1765008951683,CRYPTO,Encryption_Time,0.1706,Speck128
1765008951684,CRYPTO,Decryption_Time,0.1397,Speck128
1765008952604,CRYPTO,Encryption_Time,0.9030,Speck128
1765008952609,CRYPTO,Decryption_Time,0.4496,Integrity_Failure
1765008953604,CRYPTO,Encryption_Time,0.8003,Speck128
1765008953606,CRYPTO,Decryption_Time,0.1628,Integrity_Failure
1765008953972,AUTH,Login_Attempt,0.127,Failed_Credential
1765008953975,AUTH,Login_Attempt,0.120,Failed_Credential
1765008953978,AUTH,Login_Attempt,0.153,Failed_Credential
1765008953982,AUTH,Login_Attempt,0.127,Failed_Credential
1765008953985,AUTH,Login_Attempt,0.153,Failed_Credential
1765008953987,AUTH,Login_Attempt,0.133,Failed_Credential
1765008953990,AUTH,Login_Attempt,0.127,Failed_Credential
1765008953993,AUTH,Login_Attempt,0.174,Failed_Credential
1765008953996,AUTH,Login_Attempt,0.132,Failed_Credential
1765008953999,AUTH,Login_Attempt,0.250,Failed_Credential
1765008954615,CRYPTO,Encryption_Time,0.5542,Speck128
1765008954617,CRYPTO,Decryption_Time,0.0970,Integrity_Failure
1765008955618,CRYPTO,Encryption_Time,0.3644,Speck128
1765008955620,CRYPTO,Decryption_Time,0.1510,Integrity_Failure
1765008956633,CRYPTO,Encryption_Time,0.6716,Speck128
1765008956636,CRYPTO,Decryption_Time,0.0882,Integrity_Failure
1765008956698,CRYPTO,Encryption_Time,1.5324,Speck128
1765008956703,CRYPTO,Encryption_Time,0.3968,Speck128
1765008956705,CRYPTO,Decryption_Time,0.1958,Speck128
1765008956706,CRYPTO,Decryption_Time,0.2221,Speck128
1765008957636,CRYPTO,Encryption_Time,0.2859,Speck128
1765008957638,CRYPTO,Decryption_Time,0.1197,Integrity_Failure
1765008958640,CRYPTO,Encryption_Time,0.2328,Speck128
1765008958642,CRYPTO,Decryption_Time,0.0955,Integrity_Failure
1765008959654,CRYPTO,Encryption_Time,0.5408,Speck128
1765008959656,CRYPTO,Decryption_Time,0.1800,Integrity_Failure
1765008960659,CRYPTO,Encryption_Time,0.3339,Speck128
1765008960661,CRYPTO,Decryption_Time,0.0907,Integrity_Failure
1765008961666,CRYPTO,Encryption_Time,0.2631,Speck128
1765008961667,CRYPTO,Decryption_Time,0.1175,Integrity_Failure
1765008961697,CRYPTO,Encryption_Time,0.5364,Speck128
1765008961702,CRYPTO,Decryption_Time,1.1155,Speck128
1765008961703,CRYPTO,Encryption_Time,0.3456,Speck128
1765008961707,CRYPTO,Decryption_Time,0.9361,Speck128
1765008962683,CRYPTO,Encryption_Time,0.5225,Speck128
1765008962685,CRYPTO,Decryption_Time,0.1049,Integrity_Failure
1765008963687,CRYPTO,Encryption_Time,0.3640,Speck128
1765008963689,CRYPTO,Decryption_Time,0.2296,Integrity_Failure
1765008964702,CRYPTO,Encryption_Time,0.3561,Speck128
1765008964703,CRYPTO,Decryption_Time,0.0974,Integrity_Failure
1765008965703,CRYPTO,Encryption_Time,0.2611,Speck128
1765008965704,CRYPTO,Decryption_Time,0.0857,Integrity_Failure
1765008966672,CRYPTO,Decryption_Time,0.1656,Integrity_Failure
1765008966701,CRYPTO,Encryption_Time,0.6077,Speck128
1765008966706,CRYPTO,Encryption_Time,0.3319,Speck128
1765008966707,CRYPTO,Encryption_Time,0.1777,Speck128
1765008966708,CRYPTO,Decryption_Time,0.1706,Speck128
1765008966710,CRYPTO,Decryption_Time,0.2454,Integrity_Failure
1765008966714,CRYPTO,Decryption_Time,0.2731,Speck128
1765008967716,CRYPTO,Encryption_Time,0.4510,Speck128
1765008967719,CRYPTO,Decryption_Time,0.2666,Integrity_Failure
1765008968716,CRYPTO,Encryption_Time,0.3753,Speck128
1765008968718,CRYPTO,Decryption_Time,0.1627,Integrity_Failure
1765008969728,CRYPTO,Encryption_Time,0.3149,Speck128
1765008969730,CRYPTO,Decryption_Time,0.0964,Integrity_Failure
1765008970730,CRYPTO,Encryption_Time,0.4020,Speck128
1765008970732,CRYPTO,Decryption_Time,0.1994,Integrity_Failure
1765008971715,CRYPTO,Encryption_Time,0.9475,Speck128
1765008971720,CRYPTO,Encryption_Time,0.7992,Speck128
1765008971724,CRYPTO,Decryption_Time,0.7027,Speck128
1765008971728,CRYPTO,Decryption_Time,0.7150,Speck128
1765008971733,CRYPTO,Encryption_Time,0.7070,Speck128
1765008971739,CRYPTO,Decryption_Time,0.5267,Integrity_Failure
1765008972745,CRYPTO,Encryption_Time,0.8378,Speck128
1765008972750,CRYPTO,Decryption_Time,0.3705,Integrity_Failure
1765008973748,CRYPTO,Encryption_Time,0.3485,Speck128
1765008973750,CRYPTO,Decryption_Time,0.1343,Integrity_Failure
1765008974764,CRYPTO,Encryption_Time,0.4313,Speck128
1765008974766,CRYPTO,Decryption_Time,0.1315,Integrity_Failure
1765008975767,CRYPTO,Encryption_Time,0.8582,Speck128
1765008975771,CRYPTO,Decryption_Time,0.2198,Integrity_Failure
1765008976718,CRYPTO,Encryption_Time,0.3897,Speck128
1765008976719,CRYPTO,Encryption_Time,0.2585,Speck128
1765008976721,CRYPTO,Decryption_Time,0.4398,Speck128
1765008976722,CRYPTO,Decryption_Time,0.1567,Speck128
1765008976783,CRYPTO,Encryption_Time,0.3409,Speck128
1765008976788,CRYPTO,Decryption_Time,0.4156,Integrity_Failure
1765008977783,CRYPTO,Encryption_Time,0.3804,Speck128
1765008977786,CRYPTO,Decryption_Time,0.1517,Integrity_Failure
1765008978757,CRYPTO,Decryption_Time,0.3327,Integrity_Failure
1765008978786,CRYPTO,Encryption_Time,2.2724,Speck128
1765008978789,CRYPTO,Decryption_Time,0.2493,Integrity_Failure
1765008979784,CRYPTO,Encryption_Time,0.2645,Speck128
1765008979785,CRYPTO,Decryption_Time,0.1073,Integrity_Failure
1765008980798,CRYPTO,Encryption_Time,0.5211,Speck128
1765008980800,CRYPTO,Decryption_Time,0.1125,Integrity_Failure
1765008981732,CRYPTO,Encryption_Time,0.3743,Speck128
1765008981734,CRYPTO,Encryption_Time,0.2364,Speck128
1765008981735,CRYPTO,Decryption_Time,0.1936,Speck128
1765008981736,CRYPTO,Decryption_Time,0.2023,Speck128
1765008981810,CRYPTO,Encryption_Time,0.3859,Speck128
1765008981812,CRYPTO,Decryption_Time,0.1515,Integrity_Failure
1765008982813,CRYPTO,Encryption_Time,0.6562,Speck128
1765008982815,CRYPTO,Decryption_Time,0.0980,Integrity_Failure
1765008983819,CRYPTO,Encryption_Time,0.3325,Speck128
1765008983821,CRYPTO,Decryption_Time,0.1337,Integrity_Failure
1765008984804,AUTH,Login_Attempt,0.133,Failed_Credential
1765008984807,AUTH,Login_Attempt,0.128,Failed_Credential
1765008984811,AUTH,Login_Attempt,0.135,Failed_Credential
1765008984813,AUTH,Login_Attempt,0.150,Failed_Credential
1765008984817,AUTH,Login_Attempt,0.302,Failed_Credential
1765008984820,AUTH,Login_Attempt,0.155,Failed_Credential
1765008984821,CRYPTO,Encryption_Time,0.1828,Speck128
1765008984823,CRYPTO,Decryption_Time,0.1359,Integrity_Failure
1765008984825,AUTH,Login_Attempt,0.276,Failed_Credential
1765008984829,AUTH,Login_Attempt,0.179,Failed_Credential
1765008984833,AUTH,Login_Attempt,0.160,Failed_Credential
1765008984837,AUTH,Login_Attempt,0.261,Failed_Credential
1765008985825,CRYPTO,Encryption_Time,0.6330,Speck128
1765008985829,CRYPTO,Decryption_Time,0.2186,Integrity_Failure
1765008986733,CRYPTO,Encryption_Time,0.6694,Speck128
1765008986734,CRYPTO,Encryption_Time,0.2489,Speck128
1765008986735,CRYPTO,Decryption_Time,0.1344,Speck128
1765008986736,CRYPTO,Decryption_Time,0.1347,Speck128
1765008986828,CRYPTO,Encryption_Time,0.2246,Speck128
1765008986830,CRYPTO,Decryption_Time,0.1038,Integrity_Failure
1765008987834,CRYPTO,Encryption_Time,0.7839,Speck128
1765008987837,CRYPTO,Decryption_Time,0.2707,Integrity_Failure
1765008988834,CRYPTO,Encryption_Time,0.8634,Speck128
1765008988838,CRYPTO,Decryption_Time,0.2370,Integrity_Failure
1765008989835,CRYPTO,Encryption_Time,0.3557,Speck128
1765008989836,CRYPTO,Decryption_Time,0.1357,Integrity_Failure
1765008990849,CRYPTO,Encryption_Time,0.4101,Speck128
1765008990852,CRYPTO,Decryption_Time,0.1775,Integrity_Failure
1765008990855,CRYPTO,Decryption_Time,0.1384,Integrity_Failure
1765008991736,CRYPTO,Encryption_Time,0.6318,Speck128
1765008991738,CRYPTO,Encryption_Time,0.2137,Speck128
1765008991739,CRYPTO,Decryption_Time,0.2292,Speck128
1765008991741,CRYPTO,Decryption_Time,0.4184,Speck128
1765008991862,CRYPTO,Encryption_Time,0.6553,Speck128
1765008991864,CRYPTO,Decryption_Time,0.0961,Integrity_Failure
1765008992876,CRYPTO,Encryption_Time,0.4754,Speck128
1765008992877,CRYPTO,Decryption_Time,0.1042,Integrity_Failure
1765008993875,CRYPTO,Encryption_Time,0.3080,Speck128
1765008993877,CRYPTO,Decryption_Time,0.1373,Integrity_Failure
1765008994876,CRYPTO,Encryption_Time,0.6926,Speck128
1765008994881,CRYPTO,Decryption_Time,0.2280,Integrity_Failure
1765008995880,CRYPTO,Encryption_Time,0.3400,Speck128
1765008995883,CRYPTO,Decryption_Time,0.4719,Integrity_Failure
1765008996736,CRYPTO,Encryption_Time,0.3252,Speck128
1765008996738,CRYPTO,Encryption_Time,0.2036,Speck128
1765008996739,CRYPTO,Decryption_Time,0.1984,Speck128
1765008996740,CRYPTO,Decryption_Time,0.1555,Speck128
1765008996892,CRYPTO,Encryption_Time,0.2673,Speck128
1765008996894,CRYPTO,Decryption_Time,0.1349,Integrity_Failure
1765008997903,CRYPTO,Encryption_Time,0.4127,Speck128
1765008997905,CRYPTO,Decryption_Time,0.1676,Integrity_Failure
1765008998920,CRYPTO,Encryption_Time,0.5983,Speck128
1765008998922,CRYPTO,Decryption_Time,0.0872,Integrity_Failure
1765008999920,CRYPTO,Encryption_Time,0.2509,Speck128
1765008999922,CRYPTO,Decryption_Time,0.1558,Integrity_Failure
1765009000922,CRYPTO,Encryption_Time,0.2519,Speck128
1765009000924,CRYPTO,Decryption_Time,0.1032,Integrity_Failure
1765009001749,CRYPTO,Encryption_Time,0.4816,Speck128
1765009001752,CRYPTO,Encryption_Time,0.3925,Speck128
1765009001754,CRYPTO,Decryption_Time,0.3187,Speck128
1765009001755,CRYPTO,Decryption_Time,0.3446,Speck128
1765009001937,CRYPTO,Encryption_Time,0.3612,Speck128
1765009001938,CRYPTO,Decryption_Time,0.0960,Integrity_Failure
1765009002944,CRYPTO,Encryption_Time,0.3544,Speck128
1765009002946,CRYPTO,Decryption_Time,0.2057,Integrity_Failure
1765009003914,CRYPTO,Decryption_Time,0.3263,Integrity_Failure
1765009003956,CRYPTO,Encryption_Time,0.3826,Speck128
1765009003958,CRYPTO,Decryption_Time,0.1133,Integrity_Failure
1765009004958,CRYPTO,Encryption_Time,1.1726,Speck128
1765009004964,CRYPTO,Decryption_Time,0.3216,Integrity_Failure
1765009005972,CRYPTO,Encryption_Time,0.2585,Speck128
1765009005974,CRYPTO,Decryption_Time,0.1200,Integrity_Failure
1765009006752,CRYPTO,Encryption_Time,0.3083,Speck128
1765009006753,CRYPTO,Encryption_Time,0.2381,Speck128
1765009006754,CRYPTO,Decryption_Time,0.2091,Speck128
1765009006756,CRYPTO,Decryption_Time,0.1833,Speck128
1765009006986,CRYPTO,Encryption_Time,0.2964,Speck128
1765009006988,CRYPTO,Decryption_Time,0.0909,Integrity_Failure
1765009007988,CRYPTO,Encryption_Time,0.9987,Speck128
1765009007994,CRYPTO,Decryption_Time,0.4434,Integrity_Failure
1765009009002,CRYPTO,Encryption_Time,0.4233,Speck128
1765009009004,CRYPTO,Decryption_Time,0.1877,Integrity_Failure
1765009010003,CRYPTO,Encryption_Time,0.2936,Speck128
1765009010005,CRYPTO,Decryption_Time,0.1102,Integrity_Failure
1765009011008,CRYPTO,Encryption_Time,0.7366,Speck128
1765009011012,CRYPTO,Decryption_Time,0.1962,Integrity_Failure
1765009011759,CRYPTO,Encryption_Time,0.5644,Speck128
1765009011761,CRYPTO,Encryption_Time,0.2319,Speck128
1765009011762,CRYPTO,Decryption_Time,0.2142,Speck128
1765009011763,CRYPTO,Decryption_Time,0.1786,Speck128
1765009012023,CRYPTO,Encryption_Time,0.5778,Speck128
1765009012025,CRYPTO,Decryption_Time,0.1947,Integrity_Failure
1765009013037,CRYPTO,Encryption_Time,0.3867,Speck128
1765009013039,CRYPTO,Decryption_Time,0.1120,Integrity_Failure
1765009014046,CRYPTO,Encryption_Time,0.6052,Speck128
1765009014048,CRYPTO,Decryption_Time,0.1443,Integrity_Failure
1765009015005,CRYPTO,Decryption_Time,0.1375,Integrity_Failure
1765009015049,CRYPTO,Encryption_Time,0.4282,Speck128
1765009015054,CRYPTO,Decryption_Time,0.3336,Integrity_Failure
1765009016059,CRYPTO,Encryption_Time,0.3125,Speck128
1765009016061,CRYPTO,Decryption_Time,0.1410,Integrity_Failure
1765009016764,CRYPTO,Encryption_Time,0.8205,Speck128
1765009016766,CRYPTO,Encryption_Time,0.5984,Speck128
1765009016767,CRYPTO,Decryption_Time,0.1928,Speck128
1765009016769,CRYPTO,Decryption_Time,0.1439,Speck128
1765009017061,CRYPTO,Encryption_Time,0.3624,Speck128
1765009017063,CRYPTO,Decryption_Time,0.1308,Integrity_Failure
1765009018071,CRYPTO,Encryption_Time,0.2824,Speck128
1765009018073,CRYPTO,Decryption_Time,0.1180,Integrity_Failure
1765009019075,CRYPTO,Encryption_Time,0.3791,Speck128
1765009019077,CRYPTO,Decryption_Time,0.0968,Integrity_Failure
1765009020081,CRYPTO,Encryption_Time,0.2189,Speck128
1765009020083,CRYPTO,Decryption_Time,0.1592,Integrity_Failure
1765009021084,CRYPTO,Encryption_Time,0.2983,Speck128
1765009021086,CRYPTO,Decryption_Time,0.1908,Integrity_Failure
1765009021767,CRYPTO,Encryption_Time,0.4423,Speck128
1765009021768,CRYPTO,Encryption_Time,0.2989,Speck128
1765009021770,CRYPTO,Decryption_Time,0.2362,Speck128
1765009021771,CRYPTO,Decryption_Time,0.1603,Speck128
1765009022098,CRYPTO,Encryption_Time,0.5632,Speck128
1765009022102,CRYPTO,Decryption_Time,0.2420,Integrity_Failure
1765009022104,CRYPTO,Decryption_Time,0.2141,Integrity_Failure
1765009023111,CRYPTO,Encryption_Time,0.5878,Speck128
1765009023113,CRYPTO,Decryption_Time,0.1039,Integrity_Failure
1765009024122,CRYPTO,Encryption_Time,0.3072,Speck128
1765009024123,CRYPTO,Decryption_Time,0.1010,Integrity_Failure
1765009025137,CRYPTO,Encryption_Time,0.5772,Speck128
1765009025140,CRYPTO,Decryption_Time,0.1380,Integrity_Failure
1765009026148,CRYPTO,Encryption_Time,0.6936,Speck128
1765009026151,CRYPTO,Decryption_Time,0.1320,Integrity_Failure
1765009026775,CRYPTO,Encryption_Time,0.3683,Speck128
1765009026777,CRYPTO,Encryption_Time,0.3738,Speck128
1765009026779,CRYPTO,Decryption_Time,0.4892,Speck128
1765009026781,CRYPTO,Decryption_Time,0.2396,Speck128
1765009026992,AUTH,Login_Attempt,0.172,Failed_Credential
1765009026997,AUTH,Login_Attempt,0.418,Failed_Credential
1765009027001,AUTH,Login_Attempt,0.179,Failed_Credential
1765009027004,AUTH,Login_Attempt,0.155,Failed_Credential
1765009027007,AUTH,Login_Attempt,0.134,Failed_Credential
1765009027010,AUTH,Login_Attempt,0.217,Failed_Credential
1765009027012,AUTH,Login_Attempt,0.137,Failed_Credential
1765009027015,AUTH,Login_Attempt,0.134,Failed_Credential
1765009027018,AUTH,Login_Attempt,0.147,Failed_Credential
1765009027021,AUTH,Login_Attempt,0.168,Failed_Credential
1765009027150,CRYPTO,Encryption_Time,0.3579,Speck128
1765009027151,CRYPTO,Decryption_Time,0.0994,Integrity_Failure
1765009028163,CRYPTO,Encryption_Time,0.3028,Speck128
1765009028165,CRYPTO,Decryption_Time,0.1557,Integrity_Failure
1765009029178,CRYPTO,Encryption_Time,0.4266,Speck128
1765009029180,CRYPTO,Decryption_Time,0.1536,Integrity_Failure
1765009030180,CRYPTO,Encryption_Time,0.5279,Speck128
1765009030182,CRYPTO,Decryption_Time,0.1184,Integrity_Failure
1765009031180,CRYPTO,Encryption_Time,0.4113,Speck128
1765009031182,CRYPTO,Decryption_Time,0.1016,Integrity_Failure
1765009031789,CRYPTO,Encryption_Time,0.6744,Speck128
1765009031791,CRYPTO,Encryption_Time,0.3037,Speck128
1765009031793,CRYPTO,Decryption_Time,0.2261,Speck128
1765009031794,CRYPTO,Decryption_Time,0.1674,Speck128
1765009032194,CRYPTO,Encryption_Time,0.5993,Speck128
1765009032196,CRYPTO,Decryption_Time,0.1414,Integrity_Failure
1765009032199,CRYPTO,Decryption_Time,0.1369,Integrity_Failure
1765009033195,CRYPTO,Encryption_Time,0.4430,Speck128
1765009033197,CRYPTO,Decryption_Time,0.1328,Integrity_Failure
1765009034197,CRYPTO,Encryption_Time,0.5021,Speck128
1765009034199,CRYPTO,Decryption_Time,0.1775,Integrity_Failure
1765009035198,CRYPTO,Encryption_Time,0.2935,Speck128
1765009035199,CRYPTO,Decryption_Time,0.1503,Integrity_Failure
1765009036211,CRYPTO,Encryption_Time,0.2845,Speck128
1765009036213,CRYPTO,Decryption_Time,0.0889,Integrity_Failure
1765009036801,CRYPTO,Encryption_Time,0.2158,Speck128
1765009036802,CRYPTO,Encryption_Time,0.2227,Speck128
1765009036803,CRYPTO,Decryption_Time,0.1243,Speck128
1765009036804,CRYPTO,Decryption_Time,0.1292,Speck128
1765009037223,CRYPTO,Encryption_Time,0.2791,Speck128
1765009037225,CRYPTO,Decryption_Time,0.1758,Integrity_Failure
1765009038225,CRYPTO,Encryption_Time,0.8147,Speck128
1765009038231,CRYPTO,Decryption_Time,0.4212,Integrity_Failure
1765009038241,CRYPTO,Decryption_Time,0.4633,Integrity_Failure
1765009039238,CRYPTO,Encryption_Time,0.5655,Speck128
1765009039240,CRYPTO,Decryption_Time,0.0992,Integrity_Failure
1765009040251,CRYPTO,Encryption_Time,0.3558,Speck128
1765009040253,CRYPTO,Decryption_Time,0.1839,Integrity_Failure
1765009041253,CRYPTO,Encryption_Time,0.3690,Speck128
1765009041255,CRYPTO,Decryption_Time,0.1671,Integrity_Failure
1765009041801,CRYPTO,Encryption_Time,0.4288,Speck128
1765009041803,CRYPTO,Encryption_Time,0.2441,Speck128
1765009041804,CRYPTO,Decryption_Time,0.2705,Speck128
1765009041806,CRYPTO,Decryption_Time,0.5476,Speck128
1765009042254,CRYPTO,Encryption_Time,0.2830,Speck128
1765009042255,CRYPTO,Decryption_Time,0.1575,Integrity_Failure
1765009042259,CRYPTO,Decryption_Time,0.1842,Integrity_Failure
1765009043269,CRYPTO,Encryption_Time,0.4379,Speck128
1765009043272,CRYPTO,Decryption_Time,0.1890,Integrity_Failure
1765009044283,CRYPTO,Encryption_Time,0.3875,Speck128
1765009044285,CRYPTO,Decryption_Time,0.1163,Integrity_Failure
1765009045284,CRYPTO,Encryption_Time,0.3893,Speck128
1765009045285,CRYPTO,Decryption_Time,0.0990,Integrity_Failure
1765009046296,CRYPTO,Encryption_Time,0.3626,Speck128
1765009046299,CRYPTO,Decryption_Time,0.1948,Integrity_Failure
1765009046815,CRYPTO,Encryption_Time,0.7723,Speck128
1765009046817,CRYPTO,Encryption_Time,0.2704,Speck128
1765009046819,CRYPTO,Decryption_Time,0.1858,Speck128
1765009046820,CRYPTO,Decryption_Time,0.2451,Speck128
1765009047298,CRYPTO,Encryption_Time,0.5528,Speck128
1765009047300,CRYPTO,Decryption_Time,0.2173,Integrity_Failure
1765009048300,CRYPTO,Encryption_Time,0.4632,Speck128
1765009048302,CRYPTO,Decryption_Time,0.1565,Integrity_Failure
1765009049314,CRYPTO,Encryption_Time,0.3596,Speck128
1765009049317,CRYPTO,Decryption_Time,0.1241,Integrity_Failure
1765009050320,CRYPTO,Encryption_Time,0.4614,Speck128
1765009050322,CRYPTO,Decryption_Time,0.1297,Integrity_Failure
1765009051328,CRYPTO,Encryption_Time,0.3629,Speck128
1765009051330,CRYPTO,Decryption_Time,0.1782,Integrity_Failure
1765009051830,CRYPTO,Encryption_Time,0.3792,Speck128
1765009051831,CRYPTO,Encryption_Time,0.2050,Speck128
1765009051832,CRYPTO,Decryption_Time,0.1747,Speck128
1765009051834,CRYPTO,Decryption_Time,0.5650,Speck128
1765009052330,CRYPTO,Encryption_Time,0.3471,Speck128
1765009052332,CRYPTO,Decryption_Time,0.1999,Integrity_Failure
1765009053319,CRYPTO,Decryption_Time,0.1718,Integrity_Failure
1765009053333,CRYPTO,Encryption_Time,0.6644,Speck128
1765009053336,CRYPTO,Decryption_Time,0.1133,Integrity_Failure
1765009054342,CRYPTO,Encryption_Time,0.2593,Speck128
1765009054343,CRYPTO,Decryption_Time,0.1701,Integrity_Failure
1765009055343,CRYPTO,Encryption_Time,0.2814,Speck128
1765009055345,CRYPTO,Decryption_Time,0.1243,Integrity_Failure
1765009056348,CRYPTO,Encryption_Time,0.6973,Speck128
1765009056353,CRYPTO,Decryption_Time,0.3474,Integrity_Failure
1765009056834,CRYPTO,Encryption_Time,0.4210,Speck128
1765009056835,CRYPTO,Encryption_Time,0.2736,Speck128
1765009056837,CRYPTO,Decryption_Time,0.1503,Speck128
1765009056837,CRYPTO,Decryption_Time,0.1378,Speck128
1765009057363,CRYPTO,Encryption_Time,0.3242,Speck128
1765009057365,CRYPTO,Decryption_Time,0.1168,Integrity_Failure
1765009058373,CRYPTO,Encryption_Time,0.3937,Speck128
1765009058375,CRYPTO,Decryption_Time,0.1597,Integrity_Failure
1765009058379,CRYPTO,Decryption_Time,0.1144,Integrity_Failure
1765009059384,CRYPTO,Encryption_Time,0.5539,Speck128
1765009059387,CRYPTO,Decryption_Time,0.1783,Integrity_Failure
1765009060398,CRYPTO,Encryption_Time,0.4077,Speck128
1765009060400,CRYPTO,Decryption_Time,0.1250,Integrity_Failure
1765009061413,CRYPTO,Encryption_Time,0.3410,Speck128
1765009061414,CRYPTO,Decryption_Time,0.0961,Integrity_Failure
1765009061834,CRYPTO,Encryption_Time,0.2864,Speck128
1765009061835,CRYPTO,Encryption_Time,0.2400,Speck128
1765009061837,CRYPTO,Decryption_Time,0.2086,Speck128
1765009061838,CRYPTO,Decryption_Time,0.5020,Speck128
1765009062417,CRYPTO,Encryption_Time,0.3636,Speck128
1765009062419,CRYPTO,Decryption_Time,0.1259,Integrity_Failure
1765009063419,CRYPTO,Encryption_Time,0.3914,Speck128
1765009063421,CRYPTO,Decryption_Time,0.1514,Integrity_Failure
1765009063677,AUTH,Login_Attempt,0.151,Failed_Credential
1765009063680,AUTH,Login_Attempt,0.154,Failed_Credential
1765009063683,AUTH,Login_Attempt,0.148,Failed_Credential
1765009063686,AUTH,Login_Attempt,0.148,Failed_Credential
1765009063689,AUTH,Login_Attempt,0.159,Failed_Credential
1765009063692,AUTH,Login_Attempt,0.166,Failed_Credential
1765009063695,AUTH,Login_Attempt,0.132,Failed_Credential
1765009063697,AUTH,Login_Attempt,0.144,Failed_Credential
1765009063701,AUTH,Login_Attempt,0.177,Failed_Credential
1765009063705,AUTH,Login_Attempt,0.331,Failed_Credential
1765009064423,CRYPTO,Encryption_Time,0.3195,Speck128
1765009064425,CRYPTO,Decryption_Time,0.1373,Integrity_Failure
1765009065423,CRYPTO,Encryption_Time,0.1967,Speck128
1765009065424,CRYPTO,Decryption_Time,0.1487,Integrity_Failure
1765009066436,CRYPTO,Encryption_Time,0.3044,Speck128
1765009066438,CRYPTO,Decryption_Time,0.0911,Integrity_Failure
1765009066843,CRYPTO,Encryption_Time,0.3649,Speck128
1765009066844,CRYPTO,Encryption_Time,0.1743,Speck128
1765009066845,CRYPTO,Decryption_Time,0.1386,Speck128
1765009066846,CRYPTO,Decryption_Time,0.1407,Speck128
1765009067450,CRYPTO,Encryption_Time,0.2516,Speck128
1765009067452,CRYPTO,Decryption_Time,0.1284,Integrity_Failure
1765009068457,CRYPTO,Encryption_Time,0.3907,Speck128
1765009068459,CRYPTO,Decryption_Time,0.1399,Integrity_Failure
1765009069459,CRYPTO,Encryption_Time,0.4191,Speck128
1765009069461,CRYPTO,Decryption_Time,0.1147,Integrity_Failure
1765009070473,CRYPTO,Encryption_Time,0.2387,Speck128
1765009070474,CRYPTO,Decryption_Time,0.1632,Integrity_Failure
1765009071472,CRYPTO,Encryption_Time,0.2179,Speck128
1765009071474,CRYPTO,Decryption_Time,0.1753,Integrity_Failure
1765009071846,CRYPTO,Encryption_Time,0.6192,Speck128
1765009071848,CRYPTO,Encryption_Time,0.4204,Speck128
1765009071849,CRYPTO,Decryption_Time,0.2100,Speck128
1765009071850,CRYPTO,Decryption_Time,0.1608,Speck128
1765009072485,CRYPTO,Encryption_Time,0.2416,Speck128
1765009072487,CRYPTO,Decryption_Time,0.1337,Integrity_Failure
1765009073500,CRYPTO,Encryption_Time,0.2552,Speck128
1765009073502,CRYPTO,Decryption_Time,0.0970,Integrity_Failure
1765009074501,CRYPTO,Encryption_Time,0.4107,Speck128
1765009074503,CRYPTO,Decryption_Time,0.1807,Integrity_Failure
1765009075502,CRYPTO,Encryption_Time,0.2501,Speck128
1765009075504,CRYPTO,Decryption_Time,0.1885,Integrity_Failure
1765009076473,CRYPTO,Decryption_Time,0.1692,Integrity_Failure
1765009076503,CRYPTO,Encryption_Time,0.9061,Speck128
1765009076511,CRYPTO,Decryption_Time,0.2409,Integrity_Failure
1765009076847,CRYPTO,Encryption_Time,0.5713,Speck128
